row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,native_rating_1_to_5,theology_rating_1_to_5,native_correction_sheng,native_correction_swahili,native_correction_english,reviewer_notes,approved
T062462,L00292,C0154,S00292,V0133,toba,repentance,toba,repentance,religion,maze Yusuf alisema 'toba' kwa convo ya faith leo pale stage.,Yusuf alitumia 'toba' kumaanisha toba katika mazungumzo ya imani leo pale stendi.,Yusuf used 'toba' to mean repentance in a faith conversation today at the stage.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T000253,L00253,C0135,S00253,V0114,kuhani,priest,kuhani,priest,religion,maze Amani alisema 'kuhani' kwa convo ya faith leo pale tao.,Amani alitumia 'kuhani' kumaanisha kuhani katika mazungumzo ya imani leo pale mjini.,Amani used 'kuhani' to mean priest in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T049141,L00231,C0124,S00231,V0103,baraka,blessing,baraka,blessing,religion,maze Pato alisema 'baraka' kwa convo ya faith leo pale estate.,Pato alitumia 'baraka' kumaanisha baraka katika mazungumzo ya imani leo pale estate.,Pato used 'baraka' to mean blessing in a faith conversation today at the estate.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T002646,L00014,C0012,S00014,V0007,hao,house/home,nyumba,house / home,places,maze Hassan ametumia 'hao' kwa story ya tao leo.,Hassan ametumia 'hao' kumaanisha nyumba katika mazungumzo ya mjini leo.,Hassan used 'hao' to mean house  in a conversation at town today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T025782,L00332,C0173,S00332,V0152,wisdom,wisdom,hekima,wisdom,religion,maze Yusuf alisema 'wisdom' kwa convo ya faith leo pale campo.,Yusuf alitumia 'wisdom' kumaanisha hekima katika mazungumzo ya imani leo pale chuoni.,Yusuf used 'wisdom' to mean wisdom in a faith conversation today at campus.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T008480,L00048,C0028,S00048,V0016,mshi,young woman,msichana,young woman / lady,people,maze Ruth ametumia 'mshi' kwa story ya tao leo.,Ruth ametumia 'mshi' kumaanisha msichana katika mazungumzo ya mjini leo.,Ruth used 'mshi' to mean young woman  in a conversation at town today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T046076,L00226,C0122,S00226,V0101,sifu,praise,sifu/sifa,praise,religion,maze Amani alisema 'sifu' kwa convo ya faith leo pale estate.,Amani alitumia 'sifu' kumaanisha sifu katika mazungumzo ya imani leo pale estate.,Amani used 'sifu' to mean praise in a faith conversation today at the estate.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T052663,L00156,C0086,S00156,V0065,noma,problem/trouble,tatizo,problem / trouble,conversation,maze Chebet ametumia 'noma' kwa story ya CBD leo.,Chebet ametumia 'noma' kumaanisha tatizo katika mazungumzo ya CBD leo.,Chebet used 'noma' to mean problem  in a conversation at the CBD today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T058102,L00012,C0011,S00012,V0006,base,home/base,nyumbani,home / base,places,maze Amani ametumia 'base' kwa story ya stage leo.,Amani ametumia 'base' kumaanisha nyumbani katika mazungumzo ya stendi leo.,Amani used 'base' to mean home  in a conversation at the stage today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T039004,L00294,C0155,S00294,V0134,jaribu,temptation,jaribu,temptation,religion,maze Esther alisema 'jaribu' kwa convo ya faith leo pale church.,Esther alitumia 'jaribu' kumaanisha jaribu katika mazungumzo ya imani leo pale kanisani.,Esther used 'jaribu' to mean temptation in a faith conversation today at church.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T000034,L00034,C0018,S00034,V0012,fathe,father,baba,father / dad,family,maze Amani ametumia 'fathe' kwa story ya tao leo.,Amani ametumia 'fathe' kumaanisha baba katika mazungumzo ya mjini leo.,Amani used 'fathe' to mean father  in a conversation at town today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T070601,L00271,C0144,S00271,V0123,uzima,life,uzima/maisha,life,religion,maze Amani alisema 'uzima' kwa convo ya faith leo pale Embakasi.,Amani alitumia 'uzima' kumaanisha uzima katika mazungumzo ya imani leo pale Embakasi.,Amani used 'uzima' to mean life in a faith conversation today at Embakasi.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T099264,L00374,C0194,S00374,V0173,Romans,Romans,Warumi,Romans,religion,maze Yusuf alisema 'Romans' kwa convo ya faith leo pale Naks.,Yusuf alitumia 'Romans' kumaanisha Warumi katika mazungumzo ya imani leo pale Nakuru.,Yusuf used 'Romans' to mean Romans in a faith conversation today at Nakuru.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T077724,L00254,C0135,S00254,V0114,priest,priest,kuhani,priest,religion,maze Faith alisema 'priest' kwa convo ya faith leo pale Ngara.,Faith alitumia 'priest' kumaanisha kuhani katika mazungumzo ya imani leo pale Ngara.,Faith used 'priest' to mean priest in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T010335,L00185,C0102,S00185,V0081,rehema,mercy,rehema,mercy,religion,maze Faith alisema 'rehema' kwa convo ya faith leo pale mtaa.,Faith alitumia 'rehema' kumaanisha rehema katika mazungumzo ya imani leo pale mtaani.,Faith used 'rehema' to mean mercy in a faith conversation today at the neighborhood.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T063362,L00172,C0096,S00172,V0075,Muumba,creator,Muumba,creator,religion,maze Esther alisema 'Muumba' kwa convo ya faith leo pale stage.,Esther alitumia 'Muumba' kumaanisha Muumba katika mazungumzo ya imani leo pale stendi.,Esther used 'Muumba' to mean creator in a faith conversation today at the stage.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T034981,L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,maze Faith alisema 'safina' kwa convo ya faith leo pale church.,Faith alitumia 'safina' kumaanisha safina katika mazungumzo ya imani leo pale kanisani.,Faith used 'safina' to mean ark in a faith conversation today at church.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T013374,L00164,C0092,S00164,V0071,Mola,God,Mungu,God,religion,maze Yusuf alisema 'Mola' kwa convo ya faith leo pale mtaa.,Yusuf alitumia 'Mola' kumaanisha Mungu katika mazungumzo ya imani leo pale mtaani.,Yusuf used 'Mola' to mean God in a faith conversation today at the neighborhood.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T031403,L00155,C0085,S00155,V0065,noma,intense/cool,kali,intense / cool,quality,maze Tina ametumia 'noma' kwa story ya job leo.,Tina ametumia 'noma' kumaanisha kali katika mazungumzo ya kazini leo.,Tina used 'noma' to mean intense  in a conversation at work today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T017102,L00134,C0080,S00134,V0059,mbota,watch,saa,watch,objects,maze Ian ametumia 'mbota' kwa story ya keja leo.,Ian ametumia 'mbota' kumaanisha saa katika mazungumzo ya nyumbani leo.,Ian used 'mbota' to mean watch in a conversation at home today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T019790,L00084,C0045,S00084,V0033,jive,matatu,matatu,matatu / public minibus,transport,maze Zawadi ametumia 'jive' kwa story ya keja leo.,Zawadi ametumia 'jive' kumaanisha matatu katika mazungumzo ya nyumbani leo.,Zawadi used 'jive' to mean matatu  in a conversation at home today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T031790,L00220,C0119,S00220,V0098,gospel,gospel,injili,gospel,religion,maze Yusuf alisema 'gospel' kwa convo ya faith leo pale job.,Yusuf alitumia 'gospel' kumaanisha injili katika mazungumzo ya imani leo pale kazini.,Yusuf used 'gospel' to mean gospel in a faith conversation today at work.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T026712,L00242,C0129,S00242,V0108,Satan,Satan,Shetani,Satan,religion,maze Esther alisema 'Satan' kwa convo ya faith leo pale campo.,Esther alitumia 'Satan' kumaanisha Shetani katika mazungumzo ya imani leo pale chuoni.,Esther used 'Satan' to mean Satan in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T041099,L00349,C0182,S00349,V0161,hekalu,temple,hekalu,temple,religion,maze Faith alisema 'hekalu' kwa convo ya faith leo pale base.,Faith alitumia 'hekalu' kumaanisha hekalu katika mazungumzo ya imani leo pale mahali.,Faith used 'hekalu' to mean temple in a faith conversation today at the spot.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T032708,L00118,C0066,S00118,V0046,dunda,party/dance,cheza/sherehe,party / dance,entertainment,maze Esther ametumia 'dunda' kwa story ya job leo.,Esther ametumia 'dunda' kumaanisha cheza katika mazungumzo ya kazini leo.,Esther used 'dunda' to mean party  in a conversation at work today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T026202,L00054,C0033,S00054,V0021,wasee,people/guys,watu,people / guys,people,maze Mercy ametumia 'wasee' kwa story ya campo leo.,Mercy ametumia 'wasee' kumaanisha watu katika mazungumzo ya chuoni leo.,Mercy used 'wasee' to mean people  in a conversation at campus today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T068540,L00250,C0133,S00250,V0112,apostle,apostle,mtume,apostle,religion,maze Yusuf alisema 'apostle' kwa convo ya faith leo pale Kasarani.,Yusuf alitumia 'apostle' kumaanisha mtume katika mazungumzo ya imani leo pale Kasarani.,Yusuf used 'apostle' to mean apostle in a faith conversation today at Kasarani.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T060101,L00132,C0078,S00132,V0057,bamba,enjoy/impress,furahisha,enjoy / impress,actions,maze Jemo ametumia 'bamba' kwa story ya stage leo.,Jemo ametumia 'bamba' kumaanisha furahisha katika mazungumzo ya stendi leo.,Jemo used 'bamba' to mean enjoy  in a conversation at the stage today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T008486,L00054,C0033,S00054,V0021,wasee,people/guys,watu,people / guys,people,maze Ruth ametumia 'wasee' kwa story ya tao leo.,Ruth ametumia 'wasee' kumaanisha watu katika mazungumzo ya mjini leo.,Ruth used 'wasee' to mean people  in a conversation at town today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T008783,L00190,C0104,S00190,V0083,sinner,sinner,mwenye dhambi,sinner,religion,James anataka Sheng ya concept 'sinner' na ametumia 'sinner' kama candidate.,James anataka namna ya Sheng kwa dhana 'mwenye dhambi' na ametumia 'sinner' kama pendekezo.,James wants a Sheng rendering for 'sinner' and used 'sinner' as a candidate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T017574,L00284,C0150,S00284,V0129,sulubisha,crucify,sulubisha,crucify,religion,maze Kendi alisema 'sulubisha' kwa convo ya faith leo pale keja.,Kendi alitumia 'sulubisha' kumaanisha sulubisha katika mazungumzo ya imani leo pale nyumbani.,Kendi used 'sulubisha' to mean crucify in a faith conversation today at home.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T069538,L00228,C0122,S00228,V0101,praise,praise,sifu/sifa,praise,religion,maze Esther alisema 'praise' kwa convo ya faith leo pale Kasarani.,Esther alitumia 'praise' kumaanisha sifu katika mazungumzo ya imani leo pale Kasarani.,Esther used 'praise' to mean praise in a faith conversation today at Kasarani.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T006477,L00247,C0132,S00247,V0111,mwanafunzi,disciple,mwanafunzi,disciple,religion,maze Yusuf alisema 'mwanafunzi' kwa convo ya faith leo pale tao.,Yusuf alitumia 'mwanafunzi' kumaanisha mwanafunzi katika mazungumzo ya imani leo pale mjini.,Yusuf used 'mwanafunzi' to mean disciple in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T022423,L00033,C0016,S00033,V0011,mkoro,mother,mama,mother / mum,family,maze Faith ametumia 'mkoro' kwa story ya campo leo.,Faith ametumia 'mkoro' kumaanisha mama katika mazungumzo ya chuoni leo.,Faith used 'mkoro' to mean mother  in a conversation at campus today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T079663,L00153,C0038,S00153,V0064,nada,no,hapana,no,conversation,maze Pato ametumia 'nada' kwa story ya Ngara leo.,Pato ametumia 'nada' kumaanisha hapana katika mazungumzo ya Ngara leo.,Pato used 'nada' to mean no in a conversation at Ngara today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T077851,L00005,C0004,S00005,V0002,safi,good/cool,nzuri,cool / good,quality,maze Gabu ametumia 'safi' kwa story ya Ngara leo.,Gabu ametumia 'safi' kumaanisha nzuri katika mazungumzo ya Ngara leo.,Gabu used 'safi' to mean cool  in a conversation at Ngara today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T019676,L00346,C0180,S00346,V0159,tithe,tithe,zaka,tithe,religion,maze Yusuf alisema 'tithe' kwa convo ya faith leo pale keja.,Yusuf alitumia 'tithe' kumaanisha zaka katika mazungumzo ya imani leo pale nyumbani.,Yusuf used 'tithe' to mean tithe in a faith conversation today at home.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T073166,L00098,C0050,S00098,V0037,karao,police,polisi,police / police officer,authority,maze Naliaka ametumia 'karao' kwa story ya Embakasi leo.,Naliaka ametumia 'karao' kumaanisha polisi katika mazungumzo ya Embakasi leo.,Naliaka used 'karao' to mean police  in a conversation at Embakasi today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T081843,L00293,C0154,S00293,V0133,repentance,repentance,toba,repentance,religion,maze Esther alisema 'repentance' kwa convo ya faith leo pale Ngara.,Esther alitumia 'repentance' kumaanisha toba katika mazungumzo ya imani leo pale Ngara.,Esther used 'repentance' to mean repentance in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T033919,L00309,C0162,S00309,V0141,jirani,neighbor,jirani,neighbor,religion,maze Amani alisema 'jirani' kwa convo ya faith leo pale church.,Amani alitumia 'jirani' kumaanisha jirani katika mazungumzo ya imani leo pale kanisani.,Amani used 'jirani' to mean neighbor in a faith conversation today at church.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T002344,L00088,C0046,S00088,V0034,makanga,matatu conductor,kondakta,matatu conductor,transport,maze Gabu ametumia 'makanga' kwa story ya tao leo.,Gabu ametumia 'makanga' kumaanisha kondakta katika mazungumzo ya mjini leo.,Gabu used 'makanga' to mean matatu conductor in a conversation at town today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T076755,L00305,C0160,S00305,V0139,uponyaji,healing,uponyaji,healing,religion,maze Amani alisema 'uponyaji' kwa convo ya faith leo pale Ngara.,Amani alitumia 'uponyaji' kumaanisha uponyaji katika mazungumzo ya imani leo pale Ngara.,Amani used 'uponyaji' to mean healing in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T044073,L00263,C0140,S00263,V0119,sheria,law,sheria,law,religion,maze Yusuf alisema 'sheria' kwa convo ya faith leo pale base.,Yusuf alitumia 'sheria' kumaanisha sheria katika mazungumzo ya imani leo pale mahali.,Yusuf used 'sheria' to mean law in a faith conversation today at the spot.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T046482,L00095,C0047,S00095,V0035,vandere,driver,dereva,driver,transport,maze Chebet ametumia 'vandere' kwa story ya estate leo.,Chebet ametumia 'vandere' kumaanisha dereva katika mazungumzo ya estate leo.,Chebet used 'vandere' to mean driver in a conversation at the estate today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T003205,L00036,C0018,S00036,V0012,mbuyu,father,baba,father / dad,family,maze Jemo ametumia 'mbuyu' kwa story ya tao leo.,Jemo ametumia 'mbuyu' kumaanisha baba katika mazungumzo ya mjini leo.,Jemo used 'mbuyu' to mean father  in a conversation at town today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T021614,L00244,C0130,S00244,V0109,demon,demon,pepo,demon,religion,maze Amani alisema 'demon' kwa convo ya faith leo pale campo.,Amani alitumia 'demon' kumaanisha pepo katika mazungumzo ya imani leo pale chuoni.,Amani used 'demon' to mean demon in a faith conversation today at campus.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T084959,L00349,C0182,S00349,V0161,hekalu,temple,hekalu,temple,religion,maze Kendi alisema 'hekalu' kwa convo ya faith leo pale Ronga.,Kendi alitumia 'hekalu' kumaanisha hekalu katika mazungumzo ya imani leo pale Rongai.,Kendi used 'hekalu' to mean temple in a faith conversation today at Rongai.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T077883,L00037,C0018,S00037,V0012,mzing,father,baba,father / dad,family,maze Gabu ametumia 'mzing' kwa story ya Ngara leo.,Gabu ametumia 'mzing' kumaanisha baba katika mazungumzo ya Ngara leo.,Gabu used 'mzing' to mean father  in a conversation at Ngara today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T015218,L00129,C0075,S00129,V0054,buy,buy,nunua,buy,actions,maze Mary ametumia 'buy' kwa story ya mtaa leo.,Mary ametumia 'buy' kumaanisha nunua katika mazungumzo ya mtaani leo.,Mary used 'buy' to mean buy in a conversation at the neighborhood today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T064560,L00350,C0182,S00350,V0161,temple,temple,hekalu,temple,religion,maze Amani alisema 'temple' kwa convo ya faith leo pale Kasarani.,Amani alitumia 'temple' kumaanisha hekalu katika mazungumzo ya imani leo pale Kasarani.,Amani used 'temple' to mean temple in a faith conversation today at Kasarani.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T071561,L00211,C0115,S00211,V0094,roho,Spirit,roho,spirit,religion,maze Faith alisema 'roho' kwa convo ya faith leo pale Embakasi.,Faith alitumia 'roho' kumaanisha roho katika mazungumzo ya imani leo pale Embakasi.,Faith used 'roho' to mean spirit in a faith conversation today at Embakasi.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T048144,L00254,C0135,S00254,V0114,priest,priest,kuhani,priest,religion,maze Kendi alisema 'priest' kwa convo ya faith leo pale estate.,Kendi alitumia 'priest' kumaanisha kuhani katika mazungumzo ya imani leo pale estate.,Kendi used 'priest' to mean priest in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T011137,L00128,C0074,S00128,V0053,kam,come,kuja,come,actions,maze Jemo ametumia 'kam' kwa story ya mtaa leo.,Jemo ametumia 'kam' kumaanisha kuja katika mazungumzo ya mtaani leo.,Jemo used 'kam' to mean come in a conversation at the neighborhood today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T022754,L00364,C0189,S00364,V0168,Proverbs,Proverbs,Mithali,Proverbs,religion,maze Faith alisema 'Proverbs' kwa convo ya faith leo pale campo.,Faith alitumia 'Proverbs' kumaanisha Mithali katika mazungumzo ya imani leo pale chuoni.,Faith used 'Proverbs' to mean Proverbs in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T028776,L00266,C0141,S00266,V0120,truth,truth,kweli,truth,religion,maze Faith alisema 'truth' kwa convo ya faith leo pale job.,Faith alitumia 'truth' kumaanisha kweli katika mazungumzo ya imani leo pale kazini.,Faith used 'truth' to mean truth in a faith conversation today at work.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T008384,L00328,C0171,S00328,V0150,evil,evil,uovu,evil,religion,Peter anauliza maana ya 'evil' kwa Bible study ya leo.,Peter anauliza maana ya 'evil' katika somo la Biblia la leo.,Peter is asking what 'evil' means in the Bible study today.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T013843,L00096,C0048,S00096,V0036,ndai,car,gari,car,transport,maze Kevin ametumia 'ndai' kwa story ya mtaa leo.,Kevin ametumia 'ndai' kumaanisha gari katika mazungumzo ya mtaani leo.,Kevin used 'ndai' to mean car in a conversation at the neighborhood today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T059916,L00108,C0057,S00108,V0041,primo,primary school,shule ya msingi,primary school,education,maze Ian ametumia 'primo' kwa story ya stage leo.,Ian ametumia 'primo' kumaanisha shule ya msingi katika mazungumzo ya stendi leo.,Ian used 'primo' to mean primary school in a conversation at the stage today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
