row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence
T048209,L00319,C0167,S00319,V0146,takatifu,holy,takatifu,holy,religion,maze Kendi alisema 'takatifu' kwa convo ya faith leo pale estate.,Kendi alitumia 'takatifu' kumaanisha takatifu katika mazungumzo ya imani leo pale estate.,Kendi used 'takatifu' to mean holy in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048210,L00320,C0167,S00320,V0146,holy,holy,takatifu,holy,religion,maze Kendi alisema 'holy' kwa convo ya faith leo pale estate.,Kendi alitumia 'holy' kumaanisha takatifu katika mazungumzo ya imani leo pale estate.,Kendi used 'holy' to mean holy in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048211,L00321,C0168,S00321,V0147,mwenye haki,righteous,mwenye haki,righteous,religion,maze Kendi alisema 'mwenye haki' kwa convo ya faith leo pale estate.,Kendi alitumia 'mwenye haki' kumaanisha mwenye haki katika mazungumzo ya imani leo pale estate.,Kendi used 'mwenye haki' to mean righteous in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048212,L00322,C0168,S00322,V0147,righteous,righteous,mwenye haki,righteous,religion,maze Kendi alisema 'righteous' kwa convo ya faith leo pale estate.,Kendi alitumia 'righteous' kumaanisha mwenye haki katika mazungumzo ya imani leo pale estate.,Kendi used 'righteous' to mean righteous in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048213,L00323,C0169,S00323,V0148,haki,righteousness,haki,righteousness,religion,maze Kendi alisema 'haki' kwa convo ya faith leo pale estate.,Kendi alitumia 'haki' kumaanisha haki katika mazungumzo ya imani leo pale estate.,Kendi used 'haki' to mean righteousness in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048214,L00324,C0169,S00324,V0148,righteousness,righteousness,haki,righteousness,religion,maze Kendi alisema 'righteousness' kwa convo ya faith leo pale estate.,Kendi alitumia 'righteousness' kumaanisha haki katika mazungumzo ya imani leo pale estate.,Kendi used 'righteousness' to mean righteousness in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048215,L00325,C0170,S00325,V0149,haki,justice,haki,justice,religion,maze Kendi alisema 'haki' kwa convo ya faith leo pale estate.,Kendi alitumia 'haki' kumaanisha haki katika mazungumzo ya imani leo pale estate.,Kendi used 'haki' to mean justice in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048216,L00326,C0170,S00326,V0149,justice,justice,haki,justice,religion,maze Kendi alisema 'justice' kwa convo ya faith leo pale estate.,Kendi alitumia 'justice' kumaanisha haki katika mazungumzo ya imani leo pale estate.,Kendi used 'justice' to mean justice in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048217,L00327,C0171,S00327,V0150,uovu,evil,uovu,evil,religion,maze Kendi alisema 'uovu' kwa convo ya faith leo pale estate.,Kendi alitumia 'uovu' kumaanisha uovu katika mazungumzo ya imani leo pale estate.,Kendi used 'uovu' to mean evil in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048218,L00328,C0171,S00328,V0150,evil,evil,uovu,evil,religion,maze Kendi alisema 'evil' kwa convo ya faith leo pale estate.,Kendi alitumia 'evil' kumaanisha uovu katika mazungumzo ya imani leo pale estate.,Kendi used 'evil' to mean evil in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048219,L00329,C0172,S00329,V0151,wema,good,wema,good,religion,maze Kendi alisema 'wema' kwa convo ya faith leo pale estate.,Kendi alitumia 'wema' kumaanisha wema katika mazungumzo ya imani leo pale estate.,Kendi used 'wema' to mean good in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048220,L00330,C0172,S00330,V0151,good,good,wema,good,religion,maze Kendi alisema 'good' kwa convo ya faith leo pale estate.,Kendi alitumia 'good' kumaanisha wema katika mazungumzo ya imani leo pale estate.,Kendi used 'good' to mean good in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048221,L00331,C0173,S00331,V0152,hekima,wisdom,hekima,wisdom,religion,maze Kendi alisema 'hekima' kwa convo ya faith leo pale estate.,Kendi alitumia 'hekima' kumaanisha hekima katika mazungumzo ya imani leo pale estate.,Kendi used 'hekima' to mean wisdom in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048222,L00332,C0173,S00332,V0152,wisdom,wisdom,hekima,wisdom,religion,maze Kendi alisema 'wisdom' kwa convo ya faith leo pale estate.,Kendi alitumia 'wisdom' kumaanisha hekima katika mazungumzo ya imani leo pale estate.,Kendi used 'wisdom' to mean wisdom in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048223,L00333,C0174,S00333,V0153,maarifa,knowledge,maarifa,knowledge,religion,maze Kendi alisema 'maarifa' kwa convo ya faith leo pale estate.,Kendi alitumia 'maarifa' kumaanisha maarifa katika mazungumzo ya imani leo pale estate.,Kendi used 'maarifa' to mean knowledge in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048224,L00334,C0174,S00334,V0153,knowledge,knowledge,maarifa,knowledge,religion,maze Kendi alisema 'knowledge' kwa convo ya faith leo pale estate.,Kendi alitumia 'knowledge' kumaanisha maarifa katika mazungumzo ya imani leo pale estate.,Kendi used 'knowledge' to mean knowledge in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048225,L00335,C0175,S00335,V0154,mfano,parable,mfano,parable,religion,maze Kendi alisema 'mfano' kwa convo ya faith leo pale estate.,Kendi alitumia 'mfano' kumaanisha mfano katika mazungumzo ya imani leo pale estate.,Kendi used 'mfano' to mean parable in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048226,L00336,C0175,S00336,V0154,parable,parable,mfano,parable,religion,maze Kendi alisema 'parable' kwa convo ya faith leo pale estate.,Kendi alitumia 'parable' kumaanisha mfano katika mazungumzo ya imani leo pale estate.,Kendi used 'parable' to mean parable in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048227,L00337,C0176,S00337,V0155,funga,fast,funga,fast,religion,maze Kendi alisema 'funga' kwa convo ya faith leo pale estate.,Kendi alitumia 'funga' kumaanisha funga katika mazungumzo ya imani leo pale estate.,Kendi used 'funga' to mean fast in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048228,L00338,C0176,S00338,V0155,fast,fast,funga,fast,religion,maze Kendi alisema 'fast' kwa convo ya faith leo pale estate.,Kendi alitumia 'fast' kumaanisha funga katika mazungumzo ya imani leo pale estate.,Kendi used 'fast' to mean fast in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048229,L00339,C0177,S00339,V0156,kufunga,fasting,kufunga,fasting,religion,maze Kendi alisema 'kufunga' kwa convo ya faith leo pale estate.,Kendi alitumia 'kufunga' kumaanisha kufunga katika mazungumzo ya imani leo pale estate.,Kendi used 'kufunga' to mean fasting in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048230,L00340,C0177,S00340,V0156,fasting,fasting,kufunga,fasting,religion,maze Kendi alisema 'fasting' kwa convo ya faith leo pale estate.,Kendi alitumia 'fasting' kumaanisha kufunga katika mazungumzo ya imani leo pale estate.,Kendi used 'fasting' to mean fasting in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048231,L00341,C0178,S00341,V0157,toa,offer,toa,offer,religion,maze Kendi alisema 'toa' kwa convo ya faith leo pale estate.,Kendi alitumia 'toa' kumaanisha toa katika mazungumzo ya imani leo pale estate.,Kendi used 'toa' to mean offer in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048232,L00342,C0178,S00342,V0157,offer,offer,toa,offer,religion,maze Kendi alisema 'offer' kwa convo ya faith leo pale estate.,Kendi alitumia 'offer' kumaanisha toa katika mazungumzo ya imani leo pale estate.,Kendi used 'offer' to mean offer in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048233,L00343,C0179,S00343,V0158,sadaka,offering,sadaka,offering,religion,maze Kendi alisema 'sadaka' kwa convo ya faith leo pale estate.,Kendi alitumia 'sadaka' kumaanisha sadaka katika mazungumzo ya imani leo pale estate.,Kendi used 'sadaka' to mean offering in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048234,L00344,C0179,S00344,V0158,offering,offering,sadaka,offering,religion,maze Kendi alisema 'offering' kwa convo ya faith leo pale estate.,Kendi alitumia 'offering' kumaanisha sadaka katika mazungumzo ya imani leo pale estate.,Kendi used 'offering' to mean offering in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048235,L00345,C0180,S00345,V0159,zaka,tithe,zaka,tithe,religion,maze Kendi alisema 'zaka' kwa convo ya faith leo pale estate.,Kendi alitumia 'zaka' kumaanisha zaka katika mazungumzo ya imani leo pale estate.,Kendi used 'zaka' to mean tithe in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048236,L00346,C0180,S00346,V0159,tithe,tithe,zaka,tithe,religion,maze Kendi alisema 'tithe' kwa convo ya faith leo pale estate.,Kendi alitumia 'tithe' kumaanisha zaka katika mazungumzo ya imani leo pale estate.,Kendi used 'tithe' to mean tithe in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048237,L00347,C0181,S00347,V0160,madhabahu,altar,madhabahu,altar,religion,maze Kendi alisema 'madhabahu' kwa convo ya faith leo pale estate.,Kendi alitumia 'madhabahu' kumaanisha madhabahu katika mazungumzo ya imani leo pale estate.,Kendi used 'madhabahu' to mean altar in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048238,L00348,C0181,S00348,V0160,altar,altar,madhabahu,altar,religion,maze Kendi alisema 'altar' kwa convo ya faith leo pale estate.,Kendi alitumia 'altar' kumaanisha madhabahu katika mazungumzo ya imani leo pale estate.,Kendi used 'altar' to mean altar in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048239,L00349,C0182,S00349,V0161,hekalu,temple,hekalu,temple,religion,maze Kendi alisema 'hekalu' kwa convo ya faith leo pale estate.,Kendi alitumia 'hekalu' kumaanisha hekalu katika mazungumzo ya imani leo pale estate.,Kendi used 'hekalu' to mean temple in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048240,L00350,C0182,S00350,V0161,temple,temple,hekalu,temple,religion,maze Kendi alisema 'temple' kwa convo ya faith leo pale estate.,Kendi alitumia 'temple' kumaanisha hekalu katika mazungumzo ya imani leo pale estate.,Kendi used 'temple' to mean temple in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048241,L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,maze Kendi alisema 'safina' kwa convo ya faith leo pale estate.,Kendi alitumia 'safina' kumaanisha safina katika mazungumzo ya imani leo pale estate.,Kendi used 'safina' to mean ark in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048242,L00352,C0183,S00352,V0162,ark,ark,safina,ark,religion,maze Kendi alisema 'ark' kwa convo ya faith leo pale estate.,Kendi alitumia 'ark' kumaanisha safina katika mazungumzo ya imani leo pale estate.,Kendi used 'ark' to mean ark in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048243,L00353,C0184,S00353,V0163,gharika,flood,gharika,flood,religion,maze Kendi alisema 'gharika' kwa convo ya faith leo pale estate.,Kendi alitumia 'gharika' kumaanisha gharika katika mazungumzo ya imani leo pale estate.,Kendi used 'gharika' to mean flood in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048244,L00354,C0184,S00354,V0163,flood,flood,gharika,flood,religion,maze Kendi alisema 'flood' kwa convo ya faith leo pale estate.,Kendi alitumia 'flood' kumaanisha gharika katika mazungumzo ya imani leo pale estate.,Kendi used 'flood' to mean flood in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048245,L00355,C0185,S00355,V0164,hadithi ya uumbaji,creation story,hadithi ya uumbaji,creation story,religion,maze Kendi alisema 'hadithi ya uumbaji' kwa convo ya faith leo pale estate.,Kendi alitumia 'hadithi ya uumbaji' kumaanisha hadithi ya uumbaji katika mazungumzo ya imani leo pale estate.,Kendi used 'hadithi ya uumbaji' to mean creation story in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048246,L00356,C0185,S00356,V0164,creation story,creation story,hadithi ya uumbaji,creation story,religion,maze Kendi alisema 'creation story' kwa convo ya faith leo pale estate.,Kendi alitumia 'creation story' kumaanisha hadithi ya uumbaji katika mazungumzo ya imani leo pale estate.,Kendi used 'creation story' to mean creation story in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048247,L00357,C0186,S00357,V0165,Mwanzo,Genesis,Mwanzo,Genesis,religion,maze Kendi alisema 'Mwanzo' kwa convo ya faith leo pale estate.,Kendi alitumia 'Mwanzo' kumaanisha Mwanzo katika mazungumzo ya imani leo pale estate.,Kendi used 'Mwanzo' to mean Genesis in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048248,L00358,C0186,S00358,V0165,Genesis,Genesis,Mwanzo,Genesis,religion,maze Kendi alisema 'Genesis' kwa convo ya faith leo pale estate.,Kendi alitumia 'Genesis' kumaanisha Mwanzo katika mazungumzo ya imani leo pale estate.,Kendi used 'Genesis' to mean Genesis in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048249,L00359,C0187,S00359,V0166,Kutoka,Exodus,Kutoka,Exodus,religion,maze Kendi alisema 'Kutoka' kwa convo ya faith leo pale estate.,Kendi alitumia 'Kutoka' kumaanisha Kutoka katika mazungumzo ya imani leo pale estate.,Kendi used 'Kutoka' to mean Exodus in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048250,L00360,C0187,S00360,V0166,Exodus,Exodus,Kutoka,Exodus,religion,maze Kendi alisema 'Exodus' kwa convo ya faith leo pale estate.,Kendi alitumia 'Exodus' kumaanisha Kutoka katika mazungumzo ya imani leo pale estate.,Kendi used 'Exodus' to mean Exodus in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048251,L00361,C0188,S00361,V0167,Zaburi,Psalms,Zaburi,Psalms,religion,maze Kendi alisema 'Zaburi' kwa convo ya faith leo pale estate.,Kendi alitumia 'Zaburi' kumaanisha Zaburi katika mazungumzo ya imani leo pale estate.,Kendi used 'Zaburi' to mean Psalms in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048252,L00362,C0188,S00362,V0167,Psalms,Psalms,Zaburi,Psalms,religion,maze Kendi alisema 'Psalms' kwa convo ya faith leo pale estate.,Kendi alitumia 'Psalms' kumaanisha Zaburi katika mazungumzo ya imani leo pale estate.,Kendi used 'Psalms' to mean Psalms in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048253,L00363,C0189,S00363,V0168,Mithali,Proverbs,Mithali,Proverbs,religion,maze Kendi alisema 'Mithali' kwa convo ya faith leo pale estate.,Kendi alitumia 'Mithali' kumaanisha Mithali katika mazungumzo ya imani leo pale estate.,Kendi used 'Mithali' to mean Proverbs in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048254,L00364,C0189,S00364,V0168,Proverbs,Proverbs,Mithali,Proverbs,religion,maze Kendi alisema 'Proverbs' kwa convo ya faith leo pale estate.,Kendi alitumia 'Proverbs' kumaanisha Mithali katika mazungumzo ya imani leo pale estate.,Kendi used 'Proverbs' to mean Proverbs in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048255,L00365,C0190,S00365,V0169,Mathayo,Matthew,Mathayo,Matthew,religion,maze Kendi alisema 'Mathayo' kwa convo ya faith leo pale estate.,Kendi alitumia 'Mathayo' kumaanisha Mathayo katika mazungumzo ya imani leo pale estate.,Kendi used 'Mathayo' to mean Matthew in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048256,L00366,C0190,S00366,V0169,Matthew,Matthew,Mathayo,Matthew,religion,maze Kendi alisema 'Matthew' kwa convo ya faith leo pale estate.,Kendi alitumia 'Matthew' kumaanisha Mathayo katika mazungumzo ya imani leo pale estate.,Kendi used 'Matthew' to mean Matthew in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048257,L00367,C0191,S00367,V0170,Marko,Mark,Marko,Mark,religion,maze Kendi alisema 'Marko' kwa convo ya faith leo pale estate.,Kendi alitumia 'Marko' kumaanisha Marko katika mazungumzo ya imani leo pale estate.,Kendi used 'Marko' to mean Mark in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048258,L00368,C0191,S00368,V0170,Mark,Mark,Marko,Mark,religion,maze Kendi alisema 'Mark' kwa convo ya faith leo pale estate.,Kendi alitumia 'Mark' kumaanisha Marko katika mazungumzo ya imani leo pale estate.,Kendi used 'Mark' to mean Mark in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048259,L00369,C0192,S00369,V0171,Luka,Luke,Luka,Luke,religion,maze Kendi alisema 'Luka' kwa convo ya faith leo pale estate.,Kendi alitumia 'Luka' kumaanisha Luka katika mazungumzo ya imani leo pale estate.,Kendi used 'Luka' to mean Luke in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048260,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Kendi alisema 'Luke' kwa convo ya faith leo pale estate.,Kendi alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale estate.,Kendi used 'Luke' to mean Luke in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048261,L00371,C0193,S00371,V0172,Yohana,John,Yohana,John,religion,maze Kendi alisema 'Yohana' kwa convo ya faith leo pale estate.,Kendi alitumia 'Yohana' kumaanisha Yohana katika mazungumzo ya imani leo pale estate.,Kendi used 'Yohana' to mean John in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048262,L00372,C0193,S00372,V0172,John,John,Yohana,John,religion,maze Kendi alisema 'John' kwa convo ya faith leo pale estate.,Kendi alitumia 'John' kumaanisha Yohana katika mazungumzo ya imani leo pale estate.,Kendi used 'John' to mean John in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048263,L00373,C0194,S00373,V0173,Warumi,Romans,Warumi,Romans,religion,maze Kendi alisema 'Warumi' kwa convo ya faith leo pale estate.,Kendi alitumia 'Warumi' kumaanisha Warumi katika mazungumzo ya imani leo pale estate.,Kendi used 'Warumi' to mean Romans in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048264,L00374,C0194,S00374,V0173,Romans,Romans,Warumi,Romans,religion,maze Kendi alisema 'Romans' kwa convo ya faith leo pale estate.,Kendi alitumia 'Romans' kumaanisha Warumi katika mazungumzo ya imani leo pale estate.,Kendi used 'Romans' to mean Romans in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048265,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Kendi alisema 'Ufunuo' kwa convo ya faith leo pale estate.,Kendi alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale estate.,Kendi used 'Ufunuo' to mean Revelation in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T048266,L00376,C0195,S00376,V0174,Revelation,Revelation,Ufunuo,Revelation,religion,maze Kendi alisema 'Revelation' kwa convo ya faith leo pale estate.,Kendi alitumia 'Revelation' kumaanisha Ufunuo katika mazungumzo ya imani leo pale estate.,Kendi used 'Revelation' to mean Revelation in a faith conversation today at the estate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
