lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,region,register,source_name,source_type,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,notes
L00243,C0130,S00243,V0109,pepo,demon,pepo,demon,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Polysemy/context review needed; 'pepo' can have broader meanings.
L00244,C0130,S00244,V0109,demon,demon,pepo,demon,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Polysemy/context review needed; 'pepo' can have broader meanings.
L00245,C0131,S00245,V0110,nabii,prophet,nabii,prophet,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00246,C0131,S00246,V0110,prophet,prophet,nabii,prophet,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00247,C0132,S00247,V0111,mwanafunzi,disciple,mwanafunzi,disciple,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Keep distinct from general 'student' sense in future sense-tagging.
L00248,C0132,S00248,V0111,disciple,disciple,mwanafunzi,disciple,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Keep distinct from general 'student' sense in future sense-tagging.
L00249,C0133,S00249,V0112,mtume,apostle,mtume,apostle,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00250,C0133,S00250,V0112,apostle,apostle,mtume,apostle,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00251,C0134,S00251,V0113,mchungaji,pastor,mchungaji,pastor,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00252,C0134,S00252,V0113,pastor,pastor,mchungaji,pastor,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00253,C0135,S00253,V0114,kuhani,priest,kuhani,priest,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00254,C0135,S00254,V0114,priest,priest,kuhani,priest,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00255,C0136,S00255,V0115,ufalme,kingdom,ufalme,kingdom,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00256,C0136,S00256,V0115,kingdom,kingdom,ufalme,kingdom,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00257,C0137,S00257,V0116,Ufalme wa Mungu,Kingdom of God,Ufalme wa Mungu,Kingdom of God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00258,C0137,S00258,V0116,Kingdom of God,Kingdom of God,Ufalme wa Mungu,Kingdom of God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00259,C0138,S00259,V0117,agano,covenant,agano,covenant,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00260,C0138,S00260,V0117,covenant,covenant,agano,covenant,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00261,C0139,S00261,V0118,amri,commandment,amri,commandment,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00262,C0139,S00262,V0118,commandment,commandment,amri,commandment,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00263,C0140,S00263,V0119,sheria,law,sheria,law,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary legal sense; future polysemy row recommended.
L00264,C0140,S00264,V0119,law,law,sheria,law,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary legal sense; future polysemy row recommended.
L00265,C0141,S00265,V0120,kweli,truth,kweli,truth,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00266,C0141,S00266,V0120,truth,truth,kweli,truth,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00267,C0142,S00267,V0121,nuru,light,nuru,light,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also physical light sense; future polysemy row recommended.
L00268,C0142,S00268,V0121,light,light,nuru,light,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also physical light sense; future polysemy row recommended.
L00269,C0143,S00269,V0122,giza,darkness,giza,darkness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary physical darkness sense.
L00270,C0143,S00270,V0122,darkness,darkness,giza,darkness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary physical darkness sense.
L00271,C0144,S00271,V0123,uzima,life,uzima/maisha,life,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple theological/general senses.
L00272,C0144,S00272,V0123,maisha,life,uzima/maisha,life,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple theological/general senses.
L00273,C0144,S00273,V0123,life,life,uzima/maisha,life,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple theological/general senses.
L00274,C0145,S00274,V0124,kifo,death,kifo,death,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00275,C0145,S00275,V0124,death,death,kifo,death,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00276,C0146,S00276,V0125,uzima wa milele,eternal life,uzima wa milele,eternal life,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00277,C0146,S00277,V0125,eternal life,eternal life,uzima wa milele,eternal life,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00278,C0147,S00278,V0126,ufufuo,resurrection,ufufuo,resurrection,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00279,C0147,S00279,V0126,resurrection,resurrection,ufufuo,resurrection,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00280,C0148,S00280,V0127,fufuka,rise again,fufuka,rise again,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00281,C0148,S00281,V0127,rise again,rise again,fufuka,rise again,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00282,C0149,S00282,V0128,msalaba,cross,msalaba,cross,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00283,C0149,S00283,V0128,cross,cross,msalaba,cross,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00284,C0150,S00284,V0129,sulubisha,crucify,sulubisha,crucify,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00285,C0150,S00285,V0129,crucify,crucify,sulubisha,crucify,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00286,C0151,S00286,V0130,batiza,baptize,batiza,baptize,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00287,C0151,S00287,V0130,baptize,baptize,batiza,baptize,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00288,C0152,S00288,V0131,ubatizo,baptism,ubatizo,baptism,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00289,C0152,S00289,V0131,baptism,baptism,ubatizo,baptism,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00290,C0153,S00290,V0132,tubu,repent,tubu,repent,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00291,C0153,S00291,V0132,repent,repent,tubu,repent,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00292,C0154,S00292,V0133,toba,repentance,toba,repentance,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00293,C0154,S00293,V0133,repentance,repentance,toba,repentance,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00294,C0155,S00294,V0134,jaribu,temptation,jaribu,temptation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also general trial/attempt senses; future polysemy needed.
L00295,C0155,S00295,V0134,temptation,temptation,jaribu,temptation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also general trial/attempt senses; future polysemy needed.
L00296,C0156,S00296,V0135,jaribu,tempt,jaribu,tempt,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Same surface as trial/test in Swahili; semantic disambiguation required.
L00297,C0156,S00297,V0135,tempt,tempt,jaribu,tempt,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Same surface as trial/test in Swahili; semantic disambiguation required.
L00298,C0157,S00298,V0136,jaribu,trial,jaribu,trial/test,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Intentionally separate sense from temptation.
L00299,C0157,S00299,V0136,trial,trial,jaribu,trial/test,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Intentionally separate sense from temptation.
L00300,C0157,S00300,V0136,test,trial,jaribu,trial/test,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Intentionally separate sense from temptation.
L00301,C0158,S00301,V0137,muujiza,miracle,muujiza,miracle,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00302,C0158,S00302,V0137,miracle,miracle,muujiza,miracle,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00303,C0159,S00303,V0138,ponya,heal,ponya,heal,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00304,C0159,S00304,V0138,heal,heal,ponya,heal,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00305,C0160,S00305,V0139,uponyaji,healing,uponyaji,healing,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00306,C0160,S00306,V0139,healing,healing,uponyaji,healing,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00307,C0161,S00307,V0140,upendo,love,upendo,love,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,General and theological senses may diverge.
L00308,C0161,S00308,V0140,love,love,upendo,love,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,General and theological senses may diverge.
L00309,C0162,S00309,V0141,jirani,neighbor,jirani,neighbor,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00310,C0162,S00310,V0141,neighbor,neighbor,jirani,neighbor,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00311,C0163,S00311,V0142,adui,enemy,adui,enemy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00312,C0163,S00312,V0142,enemy,enemy,adui,enemy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00313,C0164,S00313,V0143,amani,peace,amani,peace,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00314,C0164,S00314,V0143,peace,peace,amani,peace,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00315,C0165,S00315,V0144,furaha,joy,furaha,joy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00316,C0165,S00316,V0144,joy,joy,furaha,joy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00317,C0166,S00317,V0145,tumaini,hope,tumaini,hope,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00318,C0166,S00318,V0145,hope,hope,tumaini,hope,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00319,C0167,S00319,V0146,takatifu,holy,takatifu,holy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00320,C0167,S00320,V0146,holy,holy,takatifu,holy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00321,C0168,S00321,V0147,mwenye haki,righteous,mwenye haki,righteous,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00322,C0168,S00322,V0147,righteous,righteous,mwenye haki,righteous,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00323,C0169,S00323,V0148,haki,righteousness,haki,righteousness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also justice/right sense; theological review.
L00324,C0169,S00324,V0148,righteousness,righteousness,haki,righteousness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also justice/right sense; theological review.
L00325,C0170,S00325,V0149,haki,justice,haki,justice,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Intentional polysemy with righteousness.
L00326,C0170,S00326,V0149,justice,justice,haki,justice,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Intentional polysemy with righteousness.
L00327,C0171,S00327,V0150,uovu,evil,uovu,evil,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00328,C0171,S00328,V0150,evil,evil,uovu,evil,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00329,C0172,S00329,V0151,wema,good,wema,good,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00330,C0172,S00330,V0151,good,good,wema,good,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00331,C0173,S00331,V0152,hekima,wisdom,hekima,wisdom,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00332,C0173,S00332,V0152,wisdom,wisdom,hekima,wisdom,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00333,C0174,S00333,V0153,maarifa,knowledge,maarifa,knowledge,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00334,C0174,S00334,V0153,knowledge,knowledge,maarifa,knowledge,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00335,C0175,S00335,V0154,mfano,parable,mfano,parable,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary example/comparison sense.
L00336,C0175,S00336,V0154,parable,parable,mfano,parable,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Also ordinary example/comparison sense.
L00337,C0176,S00337,V0155,funga,fast,funga,fast,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Religious abstinence sense; same surface as 'close/tie'.
L00338,C0176,S00338,V0155,fast,fast,funga,fast,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Religious abstinence sense; same surface as 'close/tie'.
L00339,C0177,S00339,V0156,kufunga,fasting,kufunga,fasting,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00340,C0177,S00340,V0156,fasting,fasting,kufunga,fasting,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00341,C0178,S00341,V0157,toa,offer,toa,offer,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Ordinary verb too; context required.
L00342,C0178,S00342,V0157,offer,offer,toa,offer,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Ordinary verb too; context required.
